prefix	 next_hop	 masca	 interfata
c248c0 2c248c0 ffffff 3
c348c0 2c348c0 ffffff 2
c448c0 2c448c0 ffffff 1
c548c0 2c548c0 ffffff 0
c648c0 2c648c0 ffffff 2
c748c0 2c748c0 ffffff 3
c848c0 2c848c0 ffffff 3
c948c0 2c948c0 ffffff 3
ca48c0 2ca48c0 ffffff 3
cb48c0 2cb48c0 ffffff 1
cc48c0 2cc48c0 ffffff 2
cd48c0 2cd48c0 ffffff 2
ce48c0 2ce48c0 ffffff 2
cf48c0 2cf48c0 ffffff 1
d048c0 2d048c0 ffffff 1
d148c0 2d148c0 ffffff 1
d248c0 2d248c0 ffffff 3
d348c0 2d348c0 ffffff 3
d448c0 2d448c0 ffffff 0
d548c0 2d548c0 ffffff 3
d648c0 2d648c0 ffffff 2
d748c0 2d748c0 ffffff 0
d848c0 2d848c0 ffffff 2
d948c0 2d948c0 ffffff 3
da48c0 2da48c0 ffffff 3
db48c0 2db48c0 ffffff 3
dc48c0 2dc48c0 ffffff 2
dd48c0 2dd48c0 ffffff 1
de48c0 2de48c0 ffffff 0
df48c0 2df48c0 ffffff 2
e048c0 2e048c0 ffffff 0
e148c0 2e148c0 ffffff 2
e248c0 2e248c0 ffffff 2
e348c0 2e348c0 ffffff 2
e448c0 2e448c0 ffffff 3
e548c0 2e548c0 ffffff 2
e648c0 2e648c0 ffffff 3
e748c0 2e748c0 ffffff 0
e848c0 2e848c0 ffffff 3
e948c0 2e948c0 ffffff 1
ea48c0 2ea48c0 ffffff 2
eb48c0 2eb48c0 ffffff 1
ec48c0 2ec48c0 ffffff 1
ed48c0 2ed48c0 ffffff 0
ee48c0 2ee48c0 ffffff 0
ef48c0 2ef48c0 ffffff 3
f048c0 2f048c0 ffffff 0
f148c0 2f148c0 ffffff 0
f248c0 2f248c0 ffffff 0
f348c0 2f348c0 ffffff 0
f448c0 2f448c0 ffffff 0
f548c0 2f548c0 ffffff 3
f648c0 2f648c0 ffffff 3
f748c0 2f748c0 ffffff 1
f848c0 2f848c0 ffffff 2
f948c0 2f948c0 ffffff 1
fa48c0 2fa48c0 ffffff 3
fb48c0 2fb48c0 ffffff 2
fc48c0 2fc48c0 ffffff 3
fd48c0 2fd48c0 ffffff 2
fe48c0 2fe48c0 ffffff 3
ff48c0 2ff48c0 ffffff 1
449c0 20449c0 ffffff 2
549c0 20549c0 ffffff 0
649c0 20649c0 ffffff 1
749c0 20749c0 ffffff 1
849c0 20849c0 ffffff 1
949c0 20949c0 ffffff 0
a49c0 20a49c0 ffffff 3
b49c0 20b49c0 ffffff 3
c49c0 20c49c0 ffffff 2
d49c0 20d49c0 ffffff 2
e49c0 20e49c0 ffffff 1
f49c0 20f49c0 ffffff 0
1049c0 21049c0 ffffff 0
1149c0 21149c0 ffffff 2
1249c0 21249c0 ffffff 0
1349c0 21349c0 ffffff 0
1449c0 21449c0 ffffff 1
1549c0 21549c0 ffffff 1
1649c0 21649c0 ffffff 0
1749c0 21749c0 ffffff 0
1849c0 21849c0 ffffff 1
1949c0 21949c0 ffffff 1
1a49c0 21a49c0 ffffff 1
1b49c0 21b49c0 ffffff 3
1c49c0 21c49c0 ffffff 1
1d49c0 21d49c0 ffffff 1
1e49c0 21e49c0 ffffff 2
1f49c0 21f49c0 ffffff 0
2049c0 22049c0 ffffff 1
2149c0 22149c0 ffffff 3
2249c0 22249c0 ffffff 0
2349c0 22349c0 ffffff 0
2449c0 22449c0 ffffff 0
2549c0 22549c0 ffffff 0
2649c0 22649c0 ffffff 1
2749c0 22749c0 ffffff 0
2849c0 22849c0 ffffff 0
2949c0 22949c0 ffffff 0
2a49c0 22a49c0 ffffff 0
2b49c0 22b49c0 ffffff 1
2c49c0 22c49c0 ffffff 3
2d49c0 22d49c0 ffffff 3
2e49c0 22e49c0 ffffff 2
2f49c0 22f49c0 ffffff 3
3049c0 23049c0 ffffff 0
3149c0 23149c0 ffffff 2
3249c0 23249c0 ffffff 1
3349c0 23349c0 ffffff 0
3449c0 23449c0 ffffff 1
3549c0 23549c0 ffffff 0
3649c0 23649c0 ffffff 2
3749c0 23749c0 ffffff 2
3849c0 23849c0 ffffff 1
3949c0 23949c0 ffffff 1
3a49c0 23a49c0 ffffff 1
3b49c0 23b49c0 ffffff 1
3c49c0 23c49c0 ffffff 3
3d49c0 23d49c0 ffffff 3
3e49c0 23e49c0 ffffff 3
3f49c0 23f49c0 ffffff 3
4049c0 24049c0 ffffff 2
4149c0 24149c0 ffffff 3
4249c0 24249c0 ffffff 2
4349c0 24349c0 ffffff 2
4449c0 24449c0 ffffff 3
4549c0 24549c0 ffffff 1
4649c0 24649c0 ffffff 1
4749c0 24749c0 ffffff 3
4849c0 24849c0 ffffff 2
4949c0 24949c0 ffffff 3
4a49c0 24a49c0 ffffff 1
4b49c0 24b49c0 ffffff 3
4c49c0 24c49c0 ffffff 2
4d49c0 24d49c0 ffffff 3
4e49c0 24e49c0 ffffff 2
4f49c0 24f49c0 ffffff 3
5049c0 25049c0 ffffff 1
5149c0 25149c0 ffffff 2
5249c0 25249c0 ffffff 1
5349c0 25349c0 ffffff 1
5449c0 25449c0 ffffff 1
5549c0 25549c0 ffffff 2
5649c0 25649c0 ffffff 0
5749c0 25749c0 ffffff 1
5849c0 25849c0 ffffff 1
5949c0 25949c0 ffffff 1
5a49c0 25a49c0 ffffff 3
5b49c0 25b49c0 ffffff 3
5c49c0 25c49c0 ffffff 2
5d49c0 25d49c0 ffffff 0
5e49c0 25e49c0 ffffff 0
5f49c0 25f49c0 ffffff 2
6049c0 26049c0 ffffff 3
6149c0 26149c0 ffffff 2
6249c0 26249c0 ffffff 2
6349c0 26349c0 ffffff 2
6449c0 26449c0 ffffff 2
6549c0 26549c0 ffffff 1
6649c0 26649c0 ffffff 3
6749c0 26749c0 ffffff 0
6849c0 26849c0 ffffff 3
6949c0 26949c0 ffffff 0
6a49c0 26a49c0 ffffff 3
6b49c0 26b49c0 ffffff 2
6c49c0 26c49c0 ffffff 2
6d49c0 26d49c0 ffffff 0
6e49c0 26e49c0 ffffff 0
6f49c0 26f49c0 ffffff 0
7049c0 27049c0 ffffff 1
7149c0 27149c0 ffffff 2
7249c0 27249c0 ffffff 2
7349c0 27349c0 ffffff 3
7449c0 27449c0 ffffff 2
7549c0 27549c0 ffffff 1
7649c0 27649c0 ffffff 3
7749c0 27749c0 ffffff 1
7849c0 27849c0 ffffff 0
7949c0 27949c0 ffffff 0
7a49c0 27a49c0 ffffff 0
7b49c0 27b49c0 ffffff 0
7c49c0 27c49c0 ffffff 0
7d49c0 27d49c0 ffffff 2
7e49c0 27e49c0 ffffff 1
7f49c0 27f49c0 ffffff 1
8049c0 28049c0 ffffff 3
8149c0 28149c0 ffffff 0
8249c0 28249c0 ffffff 0
8349c0 28349c0 ffffff 3
8449c0 28449c0 ffffff 1
8549c0 28549c0 ffffff 2
8649c0 28649c0 ffffff 3
8749c0 28749c0 ffffff 0
8849c0 28849c0 ffffff 0
8949c0 28949c0 ffffff 3
8a49c0 28a49c0 ffffff 2
8b49c0 28b49c0 ffffff 1
8c49c0 28c49c0 ffffff 1
8d49c0 28d49c0 ffffff 1
8e49c0 28e49c0 ffffff 3
8f49c0 28f49c0 ffffff 1
9049c0 29049c0 ffffff 1
9149c0 29149c0 ffffff 2
9249c0 29249c0 ffffff 2
9349c0 29349c0 ffffff 1
9449c0 29449c0 ffffff 3
9549c0 29549c0 ffffff 1
9649c0 29649c0 ffffff 3
9749c0 29749c0 ffffff 1
9849c0 29849c0 ffffff 1
9949c0 29949c0 ffffff 1
9a49c0 29a49c0 ffffff 3
9b49c0 29b49c0 ffffff 0
9c49c0 29c49c0 ffffff 2
9d49c0 29d49c0 ffffff 3
9e49c0 29e49c0 ffffff 0
9f49c0 29f49c0 ffffff 2
a049c0 2a049c0 ffffff 3
a149c0 2a149c0 ffffff 3
a249c0 2a249c0 ffffff 3
a349c0 2a349c0 ffffff 0
a449c0 2a449c0 ffffff 1
a549c0 2a549c0 ffffff 1
a649c0 2a649c0 ffffff 3
a749c0 2a749c0 ffffff 0
a849c0 2a849c0 ffffff 2
a949c0 2a949c0 ffffff 0
aa49c0 2aa49c0 ffffff 0
ab49c0 2ab49c0 ffffff 3
ac49c0 2ac49c0 ffffff 2
ad49c0 2ad49c0 ffffff 0
ae49c0 2ae49c0 ffffff 3
af49c0 2af49c0 ffffff 1
b049c0 2b049c0 ffffff 0
b149c0 2b149c0 ffffff 1
b249c0 2b249c0 ffffff 1
b349c0 2b349c0 ffffff 1
b449c0 2b449c0 ffffff 3
b549c0 2b549c0 ffffff 2
b649c0 2b649c0 ffffff 2
b749c0 2b749c0 ffffff 2
b849c0 2b849c0 ffffff 1
b949c0 2b949c0 ffffff 0
ba49c0 2ba49c0 ffffff 0
bb49c0 2bb49c0 ffffff 0
bc49c0 2bc49c0 ffffff 2
bd49c0 2bd49c0 ffffff 2
be49c0 2be49c0 ffffff 3
bf49c0 2bf49c0 ffffff 3
c049c0 2c049c0 ffffff 1
c149c0 2c149c0 ffffff 3
c249c0 2c249c0 ffffff 3
c349c0 2c349c0 ffffff 1
c449c0 2c449c0 ffffff 2
c549c0 2c549c0 ffffff 0
c649c0 2c649c0 ffffff 2
c749c0 2c749c0 ffffff 1
c849c0 2c849c0 ffffff 2
c949c0 2c949c0 ffffff 1
ca49c0 2ca49c0 ffffff 3
cb49c0 2cb49c0 ffffff 0
cc49c0 2cc49c0 ffffff 2
cd49c0 2cd49c0 ffffff 0
ce49c0 2ce49c0 ffffff 0
cf49c0 2cf49c0 ffffff 1
d049c0 2d049c0 ffffff 0
d149c0 2d149c0 ffffff 1
d249c0 2d249c0 ffffff 2
d349c0 2d349c0 ffffff 3
d449c0 2d449c0 ffffff 1
d549c0 2d549c0 ffffff 3
d649c0 2d649c0 ffffff 3
d749c0 2d749c0 ffffff 0
d849c0 2d849c0 ffffff 3
d949c0 2d949c0 ffffff 1
da49c0 2da49c0 ffffff 3
db49c0 2db49c0 ffffff 2
dc49c0 2dc49c0 ffffff 1
dd49c0 2dd49c0 ffffff 1
de49c0 2de49c0 ffffff 3
df49c0 2df49c0 ffffff 1
e049c0 2e049c0 ffffff 3
e149c0 2e149c0 ffffff 3
e249c0 2e249c0 ffffff 3
e349c0 2e349c0 ffffff 3
e449c0 2e449c0 ffffff 2
e549c0 2e549c0 ffffff 2
e649c0 2e649c0 ffffff 2
e749c0 2e749c0 ffffff 1
e849c0 2e849c0 ffffff 3
e949c0 2e949c0 ffffff 3
ea49c0 2ea49c0 ffffff 2
eb49c0 2eb49c0 ffffff 0
ec49c0 2ec49c0 ffffff 2
ed49c0 2ed49c0 ffffff 2
ee49c0 2ee49c0 ffffff 2
ef49c0 2ef49c0 ffffff 0
f049c0 2f049c0 ffffff 3
f149c0 2f149c0 ffffff 0
f249c0 2f249c0 ffffff 2
f349c0 2f349c0 ffffff 2
f449c0 2f449c0 ffffff 3
f549c0 2f549c0 ffffff 0
f649c0 2f649c0 ffffff 3
f749c0 2f749c0 ffffff 0
f849c0 2f849c0 ffffff 1
f949c0 2f949c0 ffffff 0
fa49c0 2fa49c0 ffffff 3
fb49c0 2fb49c0 ffffff 1
fc49c0 2fc49c0 ffffff 1
fd49c0 2fd49c0 ffffff 2
fe49c0 2fe49c0 ffffff 0
ff49c0 2ff49c0 ffffff 2
44ac0 2044ac0 ffffff 2
54ac0 2054ac0 ffffff 1
64ac0 2064ac0 ffffff 1
74ac0 2074ac0 ffffff 2
84ac0 2084ac0 ffffff 2
94ac0 2094ac0 ffffff 2
a4ac0 20a4ac0 ffffff 2
b4ac0 20b4ac0 ffffff 3
c4ac0 20c4ac0 ffffff 1
d4ac0 20d4ac0 ffffff 2
e4ac0 20e4ac0 ffffff 2
f4ac0 20f4ac0 ffffff 3
104ac0 2104ac0 ffffff 0
114ac0 2114ac0 ffffff 0
124ac0 2124ac0 ffffff 2
134ac0 2134ac0 ffffff 2
144ac0 2144ac0 ffffff 2
154ac0 2154ac0 ffffff 0
164ac0 2164ac0 ffffff 2
174ac0 2174ac0 ffffff 3
184ac0 2184ac0 ffffff 3
194ac0 2194ac0 ffffff 3
1a4ac0 21a4ac0 ffffff 2
1b4ac0 21b4ac0 ffffff 3
1c4ac0 21c4ac0 ffffff 0
1d4ac0 21d4ac0 ffffff 0
1e4ac0 21e4ac0 ffffff 2
1f4ac0 21f4ac0 ffffff 3
204ac0 2204ac0 ffffff 0
214ac0 2214ac0 ffffff 0
224ac0 2224ac0 ffffff 2
234ac0 2234ac0 ffffff 1
244ac0 2244ac0 ffffff 0
254ac0 2254ac0 ffffff 0
264ac0 2264ac0 ffffff 3
274ac0 2274ac0 ffffff 3
284ac0 2284ac0 ffffff 2
294ac0 2294ac0 ffffff 0
2a4ac0 22a4ac0 ffffff 3
2b4ac0 22b4ac0 ffffff 2
2c4ac0 22c4ac0 ffffff 1
2d4ac0 22d4ac0 ffffff 0
2e4ac0 22e4ac0 ffffff 0
2f4ac0 22f4ac0 ffffff 2
304ac0 2304ac0 ffffff 3
314ac0 2314ac0 ffffff 3
324ac0 2324ac0 ffffff 3
334ac0 2334ac0 ffffff 3
344ac0 2344ac0 ffffff 0
354ac0 2354ac0 ffffff 2
364ac0 2364ac0 ffffff 3
374ac0 2374ac0 ffffff 3
384ac0 2384ac0 ffffff 3
394ac0 2394ac0 ffffff 1
3a4ac0 23a4ac0 ffffff 2
3b4ac0 23b4ac0 ffffff 0
3c4ac0 23c4ac0 ffffff 3
3d4ac0 23d4ac0 ffffff 3
3e4ac0 23e4ac0 ffffff 1
3f4ac0 23f4ac0 ffffff 3
404ac0 2404ac0 ffffff 0
414ac0 2414ac0 ffffff 1
424ac0 2424ac0 ffffff 1
434ac0 2434ac0 ffffff 0
444ac0 2444ac0 ffffff 1
454ac0 2454ac0 ffffff 2
464ac0 2464ac0 ffffff 2
474ac0 2474ac0 ffffff 2
484ac0 2484ac0 ffffff 2
494ac0 2494ac0 ffffff 1
4a4ac0 24a4ac0 ffffff 3
4b4ac0 24b4ac0 ffffff 0
4c4ac0 24c4ac0 ffffff 1
4d4ac0 24d4ac0 ffffff 2
4e4ac0 24e4ac0 ffffff 3
4f4ac0 24f4ac0 ffffff 0
504ac0 2504ac0 ffffff 3
514ac0 2514ac0 ffffff 3
524ac0 2524ac0 ffffff 0
534ac0 2534ac0 ffffff 2
544ac0 2544ac0 ffffff 2
554ac0 2554ac0 ffffff 1
564ac0 2564ac0 ffffff 0
574ac0 2574ac0 ffffff 1
584ac0 2584ac0 ffffff 0
594ac0 2594ac0 ffffff 1
5a4ac0 25a4ac0 ffffff 1
5b4ac0 25b4ac0 ffffff 1
5c4ac0 25c4ac0 ffffff 1
5d4ac0 25d4ac0 ffffff 2
5e4ac0 25e4ac0 ffffff 0
5f4ac0 25f4ac0 ffffff 3
604ac0 2604ac0 ffffff 2
614ac0 2614ac0 ffffff 1
624ac0 2624ac0 ffffff 1
634ac0 2634ac0 ffffff 0
644ac0 2644ac0 ffffff 1
654ac0 2654ac0 ffffff 2
664ac0 2664ac0 ffffff 0
674ac0 2674ac0 ffffff 1
684ac0 2684ac0 ffffff 1
694ac0 2694ac0 ffffff 0
6a4ac0 26a4ac0 ffffff 2
6b4ac0 26b4ac0 ffffff 0
6c4ac0 26c4ac0 ffffff 0
6d4ac0 26d4ac0 ffffff 0
6e4ac0 26e4ac0 ffffff 2
6f4ac0 26f4ac0 ffffff 3
704ac0 2704ac0 ffffff 3
714ac0 2714ac0 ffffff 0
724ac0 2724ac0 ffffff 1
734ac0 2734ac0 ffffff 1
744ac0 2744ac0 ffffff 0
754ac0 2754ac0 ffffff 0
764ac0 2764ac0 ffffff 2
774ac0 2774ac0 ffffff 1
784ac0 2784ac0 ffffff 3
794ac0 2794ac0 ffffff 1
7a4ac0 27a4ac0 ffffff 0
7b4ac0 27b4ac0 ffffff 3
7c4ac0 27c4ac0 ffffff 3
7d4ac0 27d4ac0 ffffff 0
7e4ac0 27e4ac0 ffffff 3
7f4ac0 27f4ac0 ffffff 3
804ac0 2804ac0 ffffff 1
814ac0 2814ac0 ffffff 0
824ac0 2824ac0 ffffff 0
834ac0 2834ac0 ffffff 0
844ac0 2844ac0 ffffff 2
854ac0 2854ac0 ffffff 1
864ac0 2864ac0 ffffff 3
874ac0 2874ac0 ffffff 3
884ac0 2884ac0 ffffff 0
894ac0 2894ac0 ffffff 0
8a4ac0 28a4ac0 ffffff 3
8b4ac0 28b4ac0 ffffff 3
8c4ac0 28c4ac0 ffffff 2
8d4ac0 28d4ac0 ffffff 3
8e4ac0 28e4ac0 ffffff 0
8f4ac0 28f4ac0 ffffff 2
904ac0 2904ac0 ffffff 3
914ac0 2914ac0 ffffff 2
924ac0 2924ac0 ffffff 0
934ac0 2934ac0 ffffff 2
944ac0 2944ac0 ffffff 3
954ac0 2954ac0 ffffff 2
964ac0 2964ac0 ffffff 1
974ac0 2974ac0 ffffff 1
984ac0 2984ac0 ffffff 1
994ac0 2994ac0 ffffff 3
9a4ac0 29a4ac0 ffffff 3
9b4ac0 29b4ac0 ffffff 2
9c4ac0 29c4ac0 ffffff 1
9d4ac0 29d4ac0 ffffff 3
9e4ac0 29e4ac0 ffffff 0
9f4ac0 29f4ac0 ffffff 1
a04ac0 2a04ac0 ffffff 0
a14ac0 2a14ac0 ffffff 0
a24ac0 2a24ac0 ffffff 3
a34ac0 2a34ac0 ffffff 3
a44ac0 2a44ac0 ffffff 3
a54ac0 2a54ac0 ffffff 3
a64ac0 2a64ac0 ffffff 3
a74ac0 2a74ac0 ffffff 0
a84ac0 2a84ac0 ffffff 1
a94ac0 2a94ac0 ffffff 3
aa4ac0 2aa4ac0 ffffff 3
ab4ac0 2ab4ac0 ffffff 2
ac4ac0 2ac4ac0 ffffff 1
ad4ac0 2ad4ac0 ffffff 3
ae4ac0 2ae4ac0 ffffff 0
af4ac0 2af4ac0 ffffff 3
b04ac0 2b04ac0 ffffff 1
b14ac0 2b14ac0 ffffff 2
b24ac0 2b24ac0 ffffff 0
b34ac0 2b34ac0 ffffff 3
b44ac0 2b44ac0 ffffff 1
b54ac0 2b54ac0 ffffff 0
b64ac0 2b64ac0 ffffff 0
b74ac0 2b74ac0 ffffff 3
b84ac0 2b84ac0 ffffff 3
b94ac0 2b94ac0 ffffff 0
ba4ac0 2ba4ac0 ffffff 1
bb4ac0 2bb4ac0 ffffff 1
bc4ac0 2bc4ac0 ffffff 3
bd4ac0 2bd4ac0 ffffff 1
be4ac0 2be4ac0 ffffff 3
bf4ac0 2bf4ac0 ffffff 0
c04ac0 2c04ac0 ffffff 0
c14ac0 2c14ac0 ffffff 2
c24ac0 2c24ac0 ffffff 0
c34ac0 2c34ac0 ffffff 1
c44ac0 2c44ac0 ffffff 0
c54ac0 2c54ac0 ffffff 2
c64ac0 2c64ac0 ffffff 0
c74ac0 2c74ac0 ffffff 2
c84ac0 2c84ac0 ffffff 0
c94ac0 2c94ac0 ffffff 1
ca4ac0 2ca4ac0 ffffff 0
cb4ac0 2cb4ac0 ffffff 2
cc4ac0 2cc4ac0 ffffff 3
cd4ac0 2cd4ac0 ffffff 3
ce4ac0 2ce4ac0 ffffff 1
cf4ac0 2cf4ac0 ffffff 3
d04ac0 2d04ac0 ffffff 0
d14ac0 2d14ac0 ffffff 1
d24ac0 2d24ac0 ffffff 3
d34ac0 2d34ac0 ffffff 3
d44ac0 2d44ac0 ffffff 0
d54ac0 2d54ac0 ffffff 3
d64ac0 2d64ac0 ffffff 3
d74ac0 2d74ac0 ffffff 2
d84ac0 2d84ac0 ffffff 1
d94ac0 2d94ac0 ffffff 0
da4ac0 2da4ac0 ffffff 1
db4ac0 2db4ac0 ffffff 3
dc4ac0 2dc4ac0 ffffff 2
dd4ac0 2dd4ac0 ffffff 0
de4ac0 2de4ac0 ffffff 1
df4ac0 2df4ac0 ffffff 0
e04ac0 2e04ac0 ffffff 3
e14ac0 2e14ac0 ffffff 3
e24ac0 2e24ac0 ffffff 0
e34ac0 2e34ac0 ffffff 0
e44ac0 2e44ac0 ffffff 2
e54ac0 2e54ac0 ffffff 1
e64ac0 2e64ac0 ffffff 0
e74ac0 2e74ac0 ffffff 3
e84ac0 2e84ac0 ffffff 0
e94ac0 2e94ac0 ffffff 3
ea4ac0 2ea4ac0 ffffff 1
eb4ac0 2eb4ac0 ffffff 0
ec4ac0 2ec4ac0 ffffff 1
ed4ac0 2ed4ac0 ffffff 0
ee4ac0 2ee4ac0 ffffff 3
ef4ac0 2ef4ac0 ffffff 3
f04ac0 2f04ac0 ffffff 3
f14ac0 2f14ac0 ffffff 0
f24ac0 2f24ac0 ffffff 2
f34ac0 2f34ac0 ffffff 1
f44ac0 2f44ac0 ffffff 3
f54ac0 2f54ac0 ffffff 3
f64ac0 2f64ac0 ffffff 3
f74ac0 2f74ac0 ffffff 2
f84ac0 2f84ac0 ffffff 2
f94ac0 2f94ac0 ffffff 2
fa4ac0 2fa4ac0 ffffff 2
fb4ac0 2fb4ac0 ffffff 2
fc4ac0 2fc4ac0 ffffff 3
fd4ac0 2fd4ac0 ffffff 2
fe4ac0 2fe4ac0 ffffff 0
ff4ac0 2ff4ac0 ffffff 0
44bc0 2044bc0 ffffff 3
54bc0 2054bc0 ffffff 2
64bc0 2064bc0 ffffff 1
74bc0 2074bc0 ffffff 0
84bc0 2084bc0 ffffff 3
94bc0 2094bc0 ffffff 3
a4bc0 20a4bc0 ffffff 3
b4bc0 20b4bc0 ffffff 3
c4bc0 20c4bc0 ffffff 1
d4bc0 20d4bc0 ffffff 0
e4bc0 20e4bc0 ffffff 3
f4bc0 20f4bc0 ffffff 2
104bc0 2104bc0 ffffff 0
114bc0 2114bc0 ffffff 3
124bc0 2124bc0 ffffff 3
134bc0 2134bc0 ffffff 3
144bc0 2144bc0 ffffff 0
154bc0 2154bc0 ffffff 2
164bc0 2164bc0 ffffff 0
174bc0 2174bc0 ffffff 2
184bc0 2184bc0 ffffff 3
194bc0 2194bc0 ffffff 1
1a4bc0 21a4bc0 ffffff 3
1b4bc0 21b4bc0 ffffff 0
1c4bc0 21c4bc0 ffffff 0
1d4bc0 21d4bc0 ffffff 1
1e4bc0 21e4bc0 ffffff 2
1f4bc0 21f4bc0 ffffff 3
204bc0 2204bc0 ffffff 2
214bc0 2214bc0 ffffff 2
224bc0 2224bc0 ffffff 2
234bc0 2234bc0 ffffff 2
244bc0 2244bc0 ffffff 3
254bc0 2254bc0 ffffff 1
264bc0 2264bc0 ffffff 1
274bc0 2274bc0 ffffff 0
284bc0 2284bc0 ffffff 3
294bc0 2294bc0 ffffff 0
2a4bc0 22a4bc0 ffffff 1
2b4bc0 22b4bc0 ffffff 2
2c4bc0 22c4bc0 ffffff 0
2d4bc0 22d4bc0 ffffff 0
2e4bc0 22e4bc0 ffffff 3
2f4bc0 22f4bc0 ffffff 2
304bc0 2304bc0 ffffff 3
314bc0 2314bc0 ffffff 0
324bc0 2324bc0 ffffff 0
334bc0 2334bc0 ffffff 3
344bc0 2344bc0 ffffff 0
354bc0 2354bc0 ffffff 1
364bc0 2364bc0 ffffff 1
374bc0 2374bc0 ffffff 0
384bc0 2384bc0 ffffff 0
394bc0 2394bc0 ffffff 2
3a4bc0 23a4bc0 ffffff 0
3b4bc0 23b4bc0 ffffff 2
3c4bc0 23c4bc0 ffffff 1
3d4bc0 23d4bc0 ffffff 3
3e4bc0 23e4bc0 ffffff 2
3f4bc0 23f4bc0 ffffff 2
404bc0 2404bc0 ffffff 0
414bc0 2414bc0 ffffff 3
424bc0 2424bc0 ffffff 2
434bc0 2434bc0 ffffff 3
444bc0 2444bc0 ffffff 2
454bc0 2454bc0 ffffff 3
464bc0 2464bc0 ffffff 2
474bc0 2474bc0 ffffff 0
484bc0 2484bc0 ffffff 0
494bc0 2494bc0 ffffff 1
4a4bc0 24a4bc0 ffffff 2
4b4bc0 24b4bc0 ffffff 1
4c4bc0 24c4bc0 ffffff 1
4d4bc0 24d4bc0 ffffff 3
4e4bc0 24e4bc0 ffffff 3
4f4bc0 24f4bc0 ffffff 0
504bc0 2504bc0 ffffff 1
514bc0 2514bc0 ffffff 0
524bc0 2524bc0 ffffff 0
534bc0 2534bc0 ffffff 2
544bc0 2544bc0 ffffff 2
554bc0 2554bc0 ffffff 2
564bc0 2564bc0 ffffff 3
574bc0 2574bc0 ffffff 3
584bc0 2584bc0 ffffff 0
594bc0 2594bc0 ffffff 3
5a4bc0 25a4bc0 ffffff 1
5b4bc0 25b4bc0 ffffff 2
5c4bc0 25c4bc0 ffffff 2
5d4bc0 25d4bc0 ffffff 3
5e4bc0 25e4bc0 ffffff 2
5f4bc0 25f4bc0 ffffff 2
604bc0 2604bc0 ffffff 2
614bc0 2614bc0 ffffff 3
624bc0 2624bc0 ffffff 0
634bc0 2634bc0 ffffff 2
644bc0 2644bc0 ffffff 3
654bc0 2654bc0 ffffff 1
664bc0 2664bc0 ffffff 3
674bc0 2674bc0 ffffff 1
684bc0 2684bc0 ffffff 2
694bc0 2694bc0 ffffff 3
6a4bc0 26a4bc0 ffffff 0
6b4bc0 26b4bc0 ffffff 3
6c4bc0 26c4bc0 ffffff 1
6d4bc0 26d4bc0 ffffff 1
6e4bc0 26e4bc0 ffffff 2
6f4bc0 26f4bc0 ffffff 0
704bc0 2704bc0 ffffff 2
714bc0 2714bc0 ffffff 0
724bc0 2724bc0 ffffff 1
734bc0 2734bc0 ffffff 1
744bc0 2744bc0 ffffff 1
754bc0 2754bc0 ffffff 0
764bc0 2764bc0 ffffff 3
774bc0 2774bc0 ffffff 0
784bc0 2784bc0 ffffff 0
794bc0 2794bc0 ffffff 2
7a4bc0 27a4bc0 ffffff 1
7b4bc0 27b4bc0 ffffff 3
7c4bc0 27c4bc0 ffffff 0
7d4bc0 27d4bc0 ffffff 0
7e4bc0 27e4bc0 ffffff 0
7f4bc0 27f4bc0 ffffff 0
804bc0 2804bc0 ffffff 2
814bc0 2814bc0 ffffff 2
824bc0 2824bc0 ffffff 1
834bc0 2834bc0 ffffff 2
844bc0 2844bc0 ffffff 3
854bc0 2854bc0 ffffff 0
864bc0 2864bc0 ffffff 2
874bc0 2874bc0 ffffff 2
884bc0 2884bc0 ffffff 0
894bc0 2894bc0 ffffff 0
8a4bc0 28a4bc0 ffffff 3
8b4bc0 28b4bc0 ffffff 1
8c4bc0 28c4bc0 ffffff 2
8d4bc0 28d4bc0 ffffff 1
8e4bc0 28e4bc0 ffffff 2
8f4bc0 28f4bc0 ffffff 1
904bc0 2904bc0 ffffff 0
914bc0 2914bc0 ffffff 3
924bc0 2924bc0 ffffff 0
934bc0 2934bc0 ffffff 2
944bc0 2944bc0 ffffff 3
954bc0 2954bc0 ffffff 1
964bc0 2964bc0 ffffff 3
974bc0 2974bc0 ffffff 1
984bc0 2984bc0 ffffff 3
994bc0 2994bc0 ffffff 3
9a4bc0 29a4bc0 ffffff 2
9b4bc0 29b4bc0 ffffff 0
9c4bc0 29c4bc0 ffffff 3
9d4bc0 29d4bc0 ffffff 2
9e4bc0 29e4bc0 ffffff 1
9f4bc0 29f4bc0 ffffff 0
a04bc0 2a04bc0 ffffff 1
a14bc0 2a14bc0 ffffff 3
a24bc0 2a24bc0 ffffff 2
a34bc0 2a34bc0 ffffff 0
a44bc0 2a44bc0 ffffff 0
a54bc0 2a54bc0 ffffff 2
a64bc0 2a64bc0 ffffff 1
a74bc0 2a74bc0 ffffff 2
a84bc0 2a84bc0 ffffff 3
a94bc0 2a94bc0 ffffff 1
aa4bc0 2aa4bc0 ffffff 2
ab4bc0 2ab4bc0 ffffff 2
ac4bc0 2ac4bc0 ffffff 2
ad4bc0 2ad4bc0 ffffff 0
ae4bc0 2ae4bc0 ffffff 0
af4bc0 2af4bc0 ffffff 0
